num trees;pca;max depth;f1 macro avg
00050;no_pca;003;0.08;
00050;pca;003;0.08;
00050;no_pca;005;0.10;
00050;pca;005;0.08;
00050;no_pca;007;0.17;
00050;pca;007;0.08;
00050;no_pca;009;0.34;
00050;pca;009;0.09;
00050;no_pca;011;0.51;
00050;pca;011;0.15;
00050;no_pca;013;0.78;
00050;pca;013;0.27;
00100;no_pca;003;0.08;
00100;pca;003;0.08;
00100;no_pca;005;0.10;
00100;pca;005;0.08;
00100;no_pca;007;0.17;
00100;pca;007;0.08;
00100;no_pca;009;0.34;
00100;pca;009;0.08;
00100;no_pca;011;0.53;
00100;pca;011;0.15;
00100;no_pca;013;0.78;
00100;pca;013;0.29;
00200;no_pca;003;0.08;
00200;pca;003;0.08;
00200;no_pca;005;0.10;
00200;pca;005;0.08;
00200;no_pca;007;0.17;
00200;pca;007;0.08;
00200;no_pca;009;0.34;
00200;pca;009;0.08;
00200;no_pca;011;0.54;
00200;pca;011;0.15;
00200;no_pca;013;0.77;
00200;pca;013;0.29;
00300;no_pca;003;0.08;
00300;pca;003;0.08;
00300;no_pca;005;0.10;
00300;pca;005;0.08;
00300;no_pca;007;0.17;
00300;pca;007;0.08;
00300;no_pca;009;0.34;
00300;pca;009;0.09;
00300;no_pca;011;0.52;
00300;pca;011;0.14;
00300;no_pca;013;0.76;
00300;pca;013;0.29;
00500;no_pca;003;0.08;
00500;pca;003;0.08;
00500;no_pca;005;0.11;
00500;pca;005;0.08;
00500;no_pca;007;0.17;
00500;pca;007;0.08;
00500;no_pca;009;0.33;
00500;pca;009;0.08;
00500;no_pca;011;0.52;
00500;pca;011;0.13;
00500;no_pca;013;0.77;
00500;pca;013;0.28;
00700;no_pca;003;0.08;
00700;pca;003;0.08;
00700;no_pca;005;0.10;
00700;pca;005;0.08;
00700;no_pca;007;0.17;
00700;pca;007;0.08;
00700;no_pca;009;0.34;
00700;pca;009;0.08;
00700;no_pca;011;0.52;
00700;pca;011;0.15;
00700;no_pca;013;0.78;
00700;pca;013;0.28;
01000;no_pca;003;0.08;
01000;pca;003;0.08;
01000;no_pca;005;0.10;
01000;pca;005;0.08;
01000;no_pca;007;0.17;
01000;pca;007;0.08;
01000;no_pca;009;0.34;
01000;pca;009;0.08;
01000;no_pca;011;0.52;
01000;pca;011;0.14;
01000;no_pca;013;0.77;
01000;pca;013;0.28;
